Wall time,Step,Value
1746396450.0665941,0,0.32440000772476196
1746396951.3727708,1,0.4237000048160553
1746397452.6321266,2,0.4767250120639801
1746397953.7863905,3,0.5207499861717224
1746398455.2865882,4,0.550475001335144
1746398956.4462671,5,0.5825999975204468
1746399457.6742132,6,0.6011000275611877
1746399958.8936083,7,0.6194750070571899
1746400460.324546,8,0.6351249814033508
1746400961.5305102,9,0.6547499895095825
1746401462.6634269,10,0.6677500009536743
1746401963.9657319,11,0.6851999759674072
1746402465.0608673,12,0.7033500075340271
1746402966.2493691,13,0.7206500172615051
1746403467.4793994,14,0.7350500226020813
1746403968.7184722,15,0.7547249794006348
1746404470.083009,16,0.7711250185966492
1746404971.3034806,17,0.7864999771118164
1746405472.2364447,18,0.8079500198364258
1746405973.3627021,19,0.8238750100135803
1746406474.2544715,20,0.8407750129699707
1746406975.2885842,21,0.8625749945640564
1746407476.0025196,22,0.879925012588501
1746407976.9726303,23,0.8930500149726868
1746408477.9280136,24,0.9062749743461609
1746408978.9723449,25,0.9196249842643738
1746409480.0317442,26,0.9312999844551086
1746409981.1061606,27,0.9415500164031982
1746410482.2767289,28,0.9524999856948853
1746410982.927309,29,0.9571999907493591
1746411483.7925255,30,0.9624500274658203
1746411984.8208988,31,0.9658499956130981
1746412485.8062758,32,0.9672250151634216
1746412986.785053,33,0.9746749997138977
1746413488.0043101,34,0.9719250202178955
1746413989.142633,35,0.9767000079154968
1746414490.2962263,36,0.9752249717712402
1746414991.349487,37,0.9743750095367432
1746415492.3104074,38,0.98232501745224
1746415993.35523,39,0.9713000059127808
1746416494.3299263,40,0.9828749895095825
1746416995.1499522,41,0.9822750091552734
1746417496.1570768,42,0.9720749855041504
1746417997.1514735,43,0.9772250056266785
1746418498.0014353,44,0.9860749840736389
1746418998.6910024,45,0.9761999845504761
1746419499.367098,46,0.9769999980926514
1746420000.1820002,47,0.9818249940872192
1746420500.8007803,48,0.9763500094413757
1746421001.4167643,49,0.9773749709129333
1746421502.2589924,50,0.9883249998092651
1746422002.791379,51,0.9667999744415283
1746422503.3289702,52,0.9843999743461609
1746423003.6732142,53,0.9837499856948853
1746423504.267842,54,0.9730749726295471
1746424004.756875,55,0.9787999987602234
1746424505.0914094,56,0.9805750250816345
1746425005.662063,57,0.9804250001907349
1746425506.3117495,58,0.9775000214576721
1746426006.7153914,59,0.9796000123023987
1746426506.9977062,60,0.9811000227928162
1746427007.5150487,61,0.980650007724762
1746427508.01788,62,0.9789749979972839
1746428008.2733462,63,0.9817500114440918
1746428508.9383855,64,0.978725016117096
1746429009.6333196,65,0.9859750270843506
1746429510.4059033,66,0.9729999899864197
1746430011.1573136,67,0.9854249954223633
1746430512.1202192,68,0.9750750064849854
1746431012.8070052,69,0.9812750220298767
1746431513.5302663,70,0.9867500066757202
1746432013.856122,71,0.975849986076355
1746432514.1742108,72,0.9857000112533569
1746433014.3983085,73,0.9781249761581421
1746433514.633828,74,0.9821249842643738
1746434014.784333,75,0.9834250211715698
1746434515.3948846,76,0.9793999791145325
1746435015.7540507,77,0.9861000180244446
1746435516.3150253,78,0.9762250185012817
1746436016.7372148,79,0.9845749735832214
1746436517.5876591,80,0.9817000031471252
1746437018.1675038,81,0.9817249774932861
1746437518.6639059,82,0.9843249917030334
1746438019.5975192,83,0.9874250292778015
1746438520.5113513,84,0.9753999710083008
1746439021.4027946,85,0.9859750270843506
1746439522.0980349,86,0.9899250268936157
1746440022.8160737,87,0.9755749702453613
1746440523.5139704,88,0.9853749871253967
1746441024.4975204,89,0.9822499752044678
1746441525.4860978,90,0.9810000061988831
1746442026.3732345,91,0.9861999750137329
1746442527.4017878,92,0.9832749962806702
1746443028.5653648,93,0.9807500243186951
1746443529.7043695,94,0.985925018787384
1746444030.56348,95,0.9825999736785889
1746444531.288723,96,0.9815000295639038
1746445032.1134622,97,0.9863499999046326
1746445532.9521952,98,0.9848499894142151
1746446033.7763846,99,0.9818249940872192
