Wall time,Step,Value
1746647080.363274,0,0.30672770738601685
1746647418.9882188,1,0.34335190057754517
1746647756.9411297,2,0.3861464858055115
1746648094.7269895,3,0.41401273012161255
1746648432.42944,4,0.4293391704559326
1746648770.1935055,5,0.44725319743156433
1746649107.9680445,6,0.4721337556838989
1746649445.6823246,7,0.4770103394985199
1746649783.3739288,8,0.49950239062309265
1746650121.0091662,9,0.5203025341033936
1746650458.653271,10,0.5178145170211792
1746650796.3271062,11,0.498208612203598
1746651133.9392266,12,0.5326433181762695
1746651471.4833343,13,0.5386146306991577
1746651809.1110744,14,0.5477706789970398
1746652146.819765,15,0.5595143437385559
1746652484.5994222,16,0.5544387102127075
1746652822.1207888,17,0.5625995397567749
1746653159.638395,18,0.5593152642250061
1746653497.1289594,19,0.5669785141944885
1746653834.561035,20,0.5726512670516968
1746654172.2950828,21,0.5838972926139832
1746654509.9509962,22,0.5916600227355957
1746654847.6312554,23,0.5718550682067871
1746655185.3062031,24,0.5926552414894104
1746655522.8181243,25,0.5948447585105896
1746655860.54191,26,0.6025079488754272
1746656198.152055,27,0.6085788011550903
1746656535.5723789,28,0.6039012670516968
1746656872.9266944,29,0.6061902642250061
1746657210.2177026,30,0.6263933181762695
1746657547.554989,31,0.6209195852279663
1746657885.0083635,32,0.6247014403343201
1746658222.363983,33,0.6195262670516968
1746658559.6441734,34,0.6249004602432251
1746658897.237082,35,0.6205214858055115
1746659234.4674532,36,0.6335589289665222
1746659571.8256335,37,0.6263933181762695
1746659909.1662176,38,0.6205214858055115
1746660246.5866895,39,0.6434116363525391
1746660583.9294753,40,0.6427149772644043
1746660921.2380672,41,0.6502786874771118
1746661258.766067,42,0.6366441249847412
1746661596.0007844,43,0.6508758068084717
1746661933.4599478,44,0.6460987329483032
1746662270.8920693,45,0.6615246534347534
1746662608.2294416,46,0.6553543210029602
1746662945.5338666,47,0.6703821420669556
1746663282.7874115,48,0.6649084687232971
1746663620.0053911,49,0.6555533409118652
1746663957.1593451,50,0.6758558750152588
1746664294.5651045,51,0.6692874431610107
1746664631.4920201,52,0.6765525341033936
1746664968.6882534,53,0.6480891704559326
1746665305.6495497,54,0.6664012670516968
1746665642.8205688,55,0.6770501732826233
1746665980.026718,56,0.668988823890686
1746666317.1573906,57,0.6712778806686401
1746666654.278909,58,0.6795381903648376
1746666991.4238417,59,0.6851114630699158
1746667328.6523213,60,0.6806329488754272
1746667665.7948275,61,0.6848129034042358
1746668003.155189,62,0.6920780539512634
1746668340.3314528,63,0.687300980091095
1746668677.4820902,64,0.6879976391792297
1746669014.431441,65,0.6803343892097473
1746669351.4408095,66,0.6993431448936462
1746669688.74805,67,0.693670392036438
1746670025.8229613,68,0.7003383636474609
1746670362.978256,69,0.6945660710334778
1746670700.138366,70,0.6923766136169434
1746671037.429371,71,0.7039211988449097
1746671374.7771354,72,0.6988455653190613
1746671712.0703807,73,0.7059116363525391
1746672049.1624224,74,0.7027269005775452
1746672386.2902262,75,0.7098925113677979
1746672723.8070257,76,0.6929737329483032
1746673061.1225371,77,0.6934713125228882
1746673398.331615,78,0.7088972926139832
1746673735.431927,79,0.7030254602432251
1746674072.810338,80,0.7072054147720337
1746674410.0273554,81,0.7137739062309265
1746674747.150141,82,0.7109872698783875
1746675084.1538558,83,0.7090963125228882
1746675421.1532595,84,0.694167971611023
1746675758.151139,85,0.7047173380851746
1746676095.2102146,86,0.7073049545288086
1746676432.111771,87,0.7107881903648376
1746676769.1468832,88,0.7096934914588928
1746677106.3264818,89,0.7083001732826233
1746677443.548777,90,0.7191480994224548
1746677780.8454099,91,0.7155652642250061
1746678117.9649694,92,0.7113853693008423
1746678455.2676713,93,0.7121815085411072
1746678792.3958542,94,0.7167595624923706
1746679129.6190655,95,0.7115843892097473
1746679466.8923006,96,0.721835196018219
1746679804.4844277,97,0.7202428579330444
1746680141.6302807,98,0.7296974658966064
1746680478.7128167,99,0.7150676846504211
