Wall time,Step,Value
1746836798.150165,0,0.7925750017166138
1746837138.1226768,1,0.7986000180244446
1746837477.6172607,2,0.7987250089645386
1746837816.7286396,3,0.800599992275238
1746838153.6422987,4,0.8011749982833862
1746838490.4018202,5,0.8009999990463257
1746838827.130476,6,0.8065249919891357
1746839163.646045,7,0.8045750260353088
1746839500.2996452,8,0.8060500025749207
1746839836.7616322,9,0.8101999759674072
1746840173.3465536,10,0.8101000189781189
1746840510.072512,11,0.8103500008583069
1746840846.744301,12,0.812874972820282
1746841183.2466774,13,0.8154500126838684
1746841519.9533422,14,0.8197749853134155
1746841856.6608288,15,0.8162000179290771
1746842193.237688,16,0.8177250027656555
1746842529.8461185,17,0.8205749988555908
1746842866.421685,18,0.8216750025749207
1746843203.2696774,19,0.8219000101089478
1746843539.8022487,20,0.8231499791145325
1746843876.3642533,21,0.8238999843597412
1746844212.956183,22,0.8267999887466431
1746844549.5877092,23,0.8259249925613403
1746844886.0460794,24,0.829675018787384
1746845222.6354535,25,0.8323249816894531
1746845558.788454,26,0.8328499794006348
1746845895.3229866,27,0.8339750170707703
1746846231.64392,28,0.8342499732971191
1746846567.8102684,29,0.8338249921798706
1746846904.2420752,30,0.8393250107765198
1746847240.7194889,31,0.8406000137329102
1746847577.2880008,32,0.8397250175476074
1746847913.5226448,33,0.8414999842643738
1746848250.0614202,34,0.8429999947547913
1746848586.6221533,35,0.8429499864578247
1746848923.212748,36,0.8450250029563904
1746849259.7386904,37,0.8474000096321106
1746849596.1892931,38,0.8484249711036682
1746849932.6928234,39,0.8494750261306763
1746850268.9942117,40,0.8488749861717224
1746850605.4036114,41,0.8517749905586243
1746850941.8832743,42,0.8538500070571899
1746851278.2431343,43,0.8540499806404114
1746851614.67542,44,0.8555750250816345
1746851951.0559027,45,0.8569750189781189
1746852287.2931957,46,0.8562750220298767
1746852623.7160199,47,0.8567749857902527
1746852960.1511774,48,0.859749972820282
1746853296.3793123,49,0.8610000014305115
1746853632.8056798,50,0.86285001039505
1746853969.206298,51,0.863099992275238
1746854305.4516459,52,0.8637499809265137
1746854641.7695487,53,0.8645750284194946
1746854978.2825477,54,0.8656749725341797
1746855314.613361,55,0.8670250177383423
1746855650.7936044,56,0.870074987411499
1746855986.7056894,57,0.8697749972343445
1746856323.0614593,58,0.8700249791145325
1746856659.5313804,59,0.8727999925613403
1746856995.9803348,60,0.8719000220298767
1746857332.307192,61,0.8747749924659729
1746857668.7203202,62,0.875249981880188
1746858005.211648,63,0.8751500248908997
1746858341.38565,64,0.8793500065803528
1746858677.5083098,65,0.8785750269889832
1746859013.730893,66,0.8792750239372253
1746859349.9896724,67,0.8781999945640564
1746859686.1861053,68,0.8802000284194946
1746860022.4814548,69,0.8830249905586243
1746860358.805728,70,0.8845999836921692
1746860695.262804,71,0.885574996471405
1746861031.4764073,72,0.8851000070571899
1746861367.5866442,73,0.8862249851226807
1746861703.7741263,74,0.887374997138977
1746862040.095896,75,0.8875749707221985
1746862376.5566604,76,0.8889750242233276
1746862712.8964002,77,0.8891749978065491
1746863049.312484,78,0.890625
1746863385.5179946,79,0.8921250104904175
1746863721.7052302,80,0.8944249749183655
1746864058.0657246,81,0.8930000066757202
1746864394.4369388,82,0.8954749703407288
1746864730.9057803,83,0.8936499953269958
1746865067.328869,84,0.897849977016449
1746865403.829914,85,0.8979499936103821
1746865740.4238343,86,0.899275004863739
1746866076.6565275,87,0.8981500267982483
1746866412.9333305,88,0.8999999761581421
1746866749.197504,89,0.8991749882698059
1746867085.5737114,90,0.9042500257492065
1746867421.670288,91,0.9035750031471252
1746867757.942162,92,0.9035000205039978
1746868094.3653557,93,0.9057750105857849
1746868430.6009886,94,0.906374990940094
1746868766.8764615,95,0.907325029373169
1746869103.210141,96,0.906125009059906
1746869439.576389,97,0.9064249992370605
1746869775.9905345,98,0.9074500203132629
1746870112.319567,99,0.9086250066757202
